,person_dim_id,vehicle_count,hhincome_broad,car_share,numadults,numchildren,age_category,gender,employment,education,license,o_tract10
6292,2121898201,0 (no vehicles),"Under $25,000",No,2,2,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53053940006.0
6293,2121898202,0 (no vehicles),"Under $25,000",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53053940006.0
6294,2121898203,0 (no vehicles),"Under $25,000",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53053940006.0
6295,2121898204,0 (no vehicles),"Under $25,000",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"No, does not have a license or permit",53053940006.0
6296,2121901101,5 vehicles,"$50,000-$74,999",No,2,0,65 years+,Male,Retired,Associates degree,"Yes, has an intermediate or unrestricted license",53035091204.0
6297,2121901102,5 vehicles,"$50,000-$74,999",No,2,0,65 years+,Female,Retired,Some college,"Yes, has an intermediate or unrestricted license",53035091204.0
6298,2121903301,2 vehicles,"$50,000-$74,999",No,2,2,18-64 years,Unknown,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033029303.0
6299,2121916001,1 vehicle,"$25,000-$49,999",No,3,0,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53053940006.0
6300,2121916002,1 vehicle,"$25,000-$49,999",No,3,0,18-64 years,Female,Not currently employed,Less than high school,"No, does not have a license or permit",53053940006.0
6301,2121928501,1 vehicle,"$50,000-$74,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033000401.0
6302,2121933101,1 vehicle,"$100,000-$199,000",Yes,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032104.0
6303,2121933102,1 vehicle,"$100,000-$199,000",Yes,2,1,Under 18 years,Female,Unknown,Unknown,Unknown,53033032104.0
6304,2121933103,1 vehicle,"$100,000-$199,000",Yes,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032104.0
6305,2121934301,0 (no vehicles),"$50,000-$74,999",No,2,0,65 years+,Male,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53035090900.0
6306,2121941201,2 vehicles,"$100,000-$199,000",No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033028902.0
6307,2121941202,2 vehicles,"$100,000-$199,000",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033028902.0
6308,2121941203,2 vehicles,"$100,000-$199,000",No,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033028902.0
6309,2121944601,2 vehicles,"$100,000-$199,000",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061052118.0
6310,2121948001,3 vehicles,"$100,000-$199,000",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061051924.0
6311,2121948002,3 vehicles,"$100,000-$199,000",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061051924.0
6312,2121951501,2 vehicles,"$50,000-$74,999",No,1,0,65 years+,Male,Retired,Some college,"Yes, has an intermediate or unrestricted license",53035080400.0
6313,2121958201,1 vehicle,"$25,000-$49,999",No,2,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033030306.0
6314,2121958202,1 vehicle,"$25,000-$49,999",No,2,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033030501.0
6315,2121959601,1 vehicle,"Under $25,000",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033023604.0
6316,2121959602,1 vehicle,"Under $25,000",No,2,1,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033023604.0
6317,2121959901,4 vehicles,"$100,000-$199,000",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53061053504.0
6318,2121960801,3 vehicles,"$75,000-$99,999",No,3,0,65 years+,Male,"Employed but not currently working (e.g., on leave, furloughed 100%)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53035091900.0
6319,2121979701,1 vehicle,"$100,000-$199,000",No,2,0,65 years+,Male,Retired,Some college,"Yes, has an intermediate or unrestricted license",53035092200.0
6320,2121979702,1 vehicle,"$100,000-$199,000",No,2,0,65 years+,Female,Homemaker,Some college,"Yes, has an intermediate or unrestricted license",53035092200.0
6321,2121979802,1 vehicle,"Under $25,000",No,2,0,18-64 years,Male,Unpaid volunteer or intern,Bachelor degree,"No, does not have a license or permit",53061051400.0
6322,2121986601,2 vehicles,"$25,000-$49,999",No,2,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53035092000.0
6323,2121986602,2 vehicles,"$25,000-$49,999",No,2,0,18-64 years,Female,Retired,Associates degree,"Yes, has an intermediate or unrestricted license",53035092000.0
6324,2121990901,0 (no vehicles),"$50,000-$74,999",Yes,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008200.0
6325,2121991601,1 vehicle,"$25,000-$49,999",No,2,0,65 years+,Female,Retired,Associates degree,"Yes, has an intermediate or unrestricted license",53035092400.0
6326,2121992301,0 (no vehicles),"$100,000-$199,000",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"No, does not have a license or permit",53033022803.0
6327,2121992302,0 (no vehicles),"$100,000-$199,000",No,2,0,18-64 years,Female,Homemaker,Graduate/post-graduate degree,"No, does not have a license or permit",53033022803.0
6328,2121995201,2 vehicles,Unknown,No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061052401.0
6329,2121995202,2 vehicles,Unknown,No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061052401.0
6330,2122001501,2 vehicles,"$100,000-$199,000",No,2,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53053073301.0
6331,2122001502,2 vehicles,"$100,000-$199,000",No,2,0,65 years+,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53053073301.0
6332,2122010801,2 vehicles,"$100,000-$199,000",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061052112.0
6333,2122011001,1 vehicle,Unknown,No,2,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53035090900.0
6334,2122011002,1 vehicle,Unknown,No,2,0,65 years+,Female,Retired,High school graduate,"Yes, has an intermediate or unrestricted license",53035090900.0
6335,2122016301,0 (no vehicles),"Under $25,000",No,1,0,65 years+,Female,Homemaker,Some college,"Yes, has an intermediate or unrestricted license",53033011101.0
6336,2122017501,1 vehicle,"Under $25,000",No,1,1,18-64 years,Female,Not currently employed,High school graduate,"Yes, has an intermediate or unrestricted license",53035092200.0
6337,2122017502,1 vehicle,"Under $25,000",No,1,1,Under 18 years,Female,Unknown,Unknown,Unknown,53035092200.0
6338,2122020701,2 vehicles,"$100,000-$199,000",No,2,1,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53035091500.0
6339,2122022801,2 vehicles,"$200,000 or more",No,2,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53053061001.0
6340,2122023201,3 vehicles,"$50,000-$74,999",No,5,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033011900.0
6341,2122023202,3 vehicles,"$50,000-$74,999",No,5,0,65 years+,Female,Retired,Some college,"No, does not have a license or permit",53033011900.0
6342,2122023203,3 vehicles,"$50,000-$74,999",No,5,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033011900.0
6343,2122023204,3 vehicles,"$50,000-$74,999",No,5,0,65 years+,Male,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033011900.0
6344,2122023205,3 vehicles,"$50,000-$74,999",No,5,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008300.0
6345,2122029502,0 (no vehicles),"$200,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007401.0
6346,2122039901,2 vehicles,"$100,000-$199,000",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033026100.0
6347,2122039902,2 vehicles,"$100,000-$199,000",No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033026100.0
6348,2122039903,2 vehicles,"$100,000-$199,000",No,2,1,Under 18 years,Female,Unknown,Unknown,Unknown,53033026100.0
6349,2122041801,1 vehicle,"$25,000-$49,999",No,2,2,18-64 years,Female,Homemaker,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033010002.0
6350,2122041802,1 vehicle,"$25,000-$49,999",No,2,2,18-64 years,Male,"Employed but not currently working (e.g., on leave, furloughed 100%)",Less than high school,"Yes, has an intermediate or unrestricted license",53033010002.0
6351,2122041803,1 vehicle,"$25,000-$49,999",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033010002.0
6352,2122044601,3 vehicles,"$100,000-$199,000",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008100.0
6353,2122044901,1 vehicle,"$25,000-$49,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Vocational/technical training,"Yes, has an intermediate or unrestricted license",53033029003.0
6354,2122047001,2 vehicles,"$25,000-$49,999",No,2,0,65 years+,Female,Retired,Associates degree,"Yes, has an intermediate or unrestricted license",53035080600.0
6355,2122060701,2 vehicles,"$100,000-$199,000",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033028403.0
6356,2122060702,2 vehicles,"$100,000-$199,000",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033028403.0
6357,2122063301,1 vehicle,"$75,000-$99,999",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008700.0
6358,2122070101,3 vehicles,"$75,000-$99,999",No,2,0,65 years+,Female,Retired,Associates degree,"Yes, has an intermediate or unrestricted license",53033021802.0
6359,2122072501,2 vehicles,"$100,000-$199,000",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061041605.0
6360,2122078401,1 vehicle,"$200,000 or more",No,2,1,18-64 years,Unknown,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033023604.0
6361,2122078402,1 vehicle,"$200,000 or more",No,2,1,18-64 years,Unknown,Not currently employed,Bachelor degree,"No, does not have a license or permit",53033023604.0
6362,2122078403,1 vehicle,"$200,000 or more",No,2,1,Under 18 years,Unknown,Unknown,Unknown,Unknown,53033023604.0
6363,2122080701,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has a learner’s permit",53053062900.0
6364,2122080702,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53053062900.0
6365,2122096301,1 vehicle,"$100,000-$199,000",No,1,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033010702.0
6366,2122096302,1 vehicle,"$100,000-$199,000",No,1,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033010702.0
6367,2122099401,1 vehicle,"$25,000-$49,999",No,4,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53053072408.0
6368,2122099402,1 vehicle,"$25,000-$49,999",No,4,1,65 years+,Male,Not currently employed,High school graduate,"No, does not have a license or permit",53053072408.0
6369,2122099403,1 vehicle,"$25,000-$49,999",No,4,1,65 years+,Female,Not currently employed,Less than high school,"No, does not have a license or permit",53053072408.0
6370,2122099404,1 vehicle,"$25,000-$49,999",No,4,1,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53053072408.0
6371,2122099405,1 vehicle,"$25,000-$49,999",No,4,1,Under 18 years,Female,Unknown,Unknown,Unknown,53053072408.0
6372,2122099701,3 vehicles,"$200,000 or more",No,3,0,18-64 years,Male,Self-employed,Associates degree,"Yes, has an intermediate or unrestricted license",53033031205.0
6373,2122099703,3 vehicles,"$200,000 or more",No,3,0,18-64 years,Male,Not currently employed,Some college,"Yes, has an intermediate or unrestricted license",53033031205.0
6374,2122101002,3 vehicles,"$100,000-$199,000",No,3,0,18-64 years,Male,Not currently employed,Some college,"Yes, has an intermediate or unrestricted license",53061051802.0
6375,2122101003,3 vehicles,"$100,000-$199,000",No,3,0,18-64 years,Female,Not currently employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061051802.0
6376,2122105001,1 vehicle,"Under $25,000",No,1,0,65 years+,Female,Self-employed,Some college,"Yes, has an intermediate or unrestricted license",53033011600.0
6377,2122108901,0 (no vehicles),"Under $25,000",No,3,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",High school graduate,"No, does not have a license or permit",53033026400.0
6378,2122116101,2 vehicles,"$200,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061051924.0
6379,2122116102,2 vehicles,"$200,000 or more",No,2,2,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061051924.0
6380,2122116103,2 vehicles,"$200,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53061051924.0
6381,2122123601,2 vehicles,"$100,000-$199,000",No,2,1,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033003200.0
6382,2122123603,2 vehicles,"$100,000-$199,000",No,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033003200.0
6383,2122125201,2 vehicles,"$75,000-$99,999",No,4,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Vocational/technical training,"Yes, has an intermediate or unrestricted license",53033010300.0
6384,2122125202,2 vehicles,"$75,000-$99,999",No,4,2,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010300.0
6385,2122125203,2 vehicles,"$75,000-$99,999",No,4,2,65 years+,Female,"Employed full time (35+ hours/week, paid)",Less than high school,"No, does not have a license or permit",53033010300.0
6386,2122125204,2 vehicles,"$75,000-$99,999",No,4,2,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033010300.0
6387,2122126901,4 vehicles,"$100,000-$199,000",No,2,0,65 years+,Female,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53053940004.0
6388,2122126902,4 vehicles,"$100,000-$199,000",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53053940004.0
6389,2122129001,1 vehicle,"$100,000-$199,000",No,2,0,18-64 years,Unknown,Not currently employed,Associates degree,"Yes, has an intermediate or unrestricted license",53033020401.0
6390,2122129201,1 vehicle,Unknown,No,1,0,18-64 years,Male,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53061051804.0
6391,2122131501,1 vehicle,"$100,000-$199,000",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010702.0
6392,2122133901,1 vehicle,"$50,000-$74,999",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033030003.0
6393,2122141001,4 vehicles,"$200,000 or more",No,3,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53035090800.0
6394,2122141002,4 vehicles,"$200,000 or more",No,3,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53035090800.0
6395,2122141003,4 vehicles,"$200,000 or more",No,3,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53035090800.0
6396,2122143201,2 vehicles,"$75,000-$99,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Vocational/technical training,"Yes, has an intermediate or unrestricted license",53035080101.0
6397,2122143202,2 vehicles,"$75,000-$99,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53035080101.0
6398,2122150701,1 vehicle,Unknown,No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008300.0
6399,2122152501,2 vehicles,"$50,000-$74,999",No,2,0,65 years+,Male,Self-employed,Some college,"Yes, has an intermediate or unrestricted license",53061042004.0
6400,2122152502,2 vehicles,"$50,000-$74,999",No,2,0,65 years+,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53061051804.0
6401,2122152701,1 vehicle,"Under $25,000",No,1,0,65 years+,Male,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53035080300.0
6402,2122154502,1 vehicle,"$75,000-$99,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010401.0
6403,2122157201,4 vehicles,"$100,000-$199,000",No,3,0,65 years+,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033024701.0
6404,2122157202,4 vehicles,"$100,000-$199,000",No,3,0,65 years+,Male,Retired,Some college,"Yes, has an intermediate or unrestricted license",53033024701.0
6405,2122157203,4 vehicles,"$100,000-$199,000",No,3,0,18-64 years,Male,Self-employed,Associates degree,"Yes, has an intermediate or unrestricted license",53033024701.0
6406,2122157801,1 vehicle,"Under $25,000",No,1,0,18-64 years,Male,Self-employed,Vocational/technical training,"Yes, has an intermediate or unrestricted license",53033008700.0
6407,2122160401,3 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Male,Retired,Less than high school,"Yes, has an intermediate or unrestricted license",53061051701.0
6408,2122161101,2 vehicles,"$200,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032215.0
6409,2122161102,2 vehicles,"$200,000 or more",No,2,2,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032215.0
6410,2122161103,2 vehicles,"$200,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,"Yes, has a learner’s permit",53033032215.0
6411,2122161104,2 vehicles,"$200,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033032215.0
6412,2122161901,1 vehicle,"$100,000-$199,000",No,2,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53035092600.0
6413,2122161902,1 vehicle,"$100,000-$199,000",No,2,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53035092600.0
6414,2122162301,1 vehicle,"$100,000-$199,000",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010300.0
6415,2122165902,3 vehicles,"$75,000-$99,999",No,4,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061052203.0
6416,2122165904,3 vehicles,"$75,000-$99,999",No,4,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Less than high school,"Yes, has a learner’s permit",53061052203.0
6417,2122167701,2 vehicles,"$50,000-$74,999",No,1,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033028402.0
6418,2122174001,2 vehicles,"$200,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033009400.0
6419,2122174002,2 vehicles,"$200,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033009400.0
6420,2122177201,1 vehicle,"$50,000-$74,999",Yes,1,3,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007200.0
6421,2122177203,1 vehicle,"$50,000-$74,999",Yes,1,3,Under 18 years,Male,Unknown,Unknown,Unknown,53033007200.0
6422,2122177204,1 vehicle,"$50,000-$74,999",Yes,1,3,Under 18 years,Male,Unknown,Unknown,Unknown,53033007200.0
6423,2122180502,2 vehicles,"$100,000-$199,000",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53053940008.0
6424,2122184401,0 (no vehicles),"Under $25,000",No,1,0,65 years+,Male,Not currently employed,Some college,"No, does not have a license or permit",53033022803.0
6425,2122186301,1 vehicle,"$100,000-$199,000",No,2,0,18-64 years,Female,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53061051200.0
6426,2122186302,1 vehicle,"$100,000-$199,000",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061051200.0
6427,2122188701,3 vehicles,"$100,000-$199,000",No,2,2,18-64 years,Female,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53035092600.0
6428,2122188702,3 vehicles,"$100,000-$199,000",No,2,2,18-64 years,Non-Binary,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53035092600.0
6429,2122188703,3 vehicles,"$100,000-$199,000",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53035092600.0
6430,2122188704,3 vehicles,"$100,000-$199,000",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53035092600.0
6431,2122197401,1 vehicle,"$200,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033009000.0
6432,2122197402,1 vehicle,"$200,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033009000.0
6433,2122202901,2 vehicles,"$50,000-$74,999",No,3,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033010300.0
6434,2122202903,2 vehicles,"$50,000-$74,999",No,3,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Less than high school,"Yes, has an intermediate or unrestricted license",53033010300.0
6435,2122203501,1 vehicle,"$25,000-$49,999",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033010401.0
6436,2122203502,1 vehicle,"$25,000-$49,999",No,2,1,18-64 years,Female,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010401.0
6437,2122203503,1 vehicle,"$25,000-$49,999",No,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033010401.0
6438,2122204001,1 vehicle,"$50,000-$74,999",No,1,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53053071805.0
6439,2122206501,2 vehicles,"$200,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061052107.0
6440,2122206503,2 vehicles,"$200,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53061052107.0
6441,2122209601,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Male,Not currently employed,High school graduate,"Yes, has an intermediate or unrestricted license",53033009000.0
6442,2122210201,2 vehicles,"$100,000-$199,000",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033029204.0
6443,2122212001,2 vehicles,"$200,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53053070100.0
6444,2122212002,2 vehicles,"$200,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53053070100.0
6445,2122216801,1 vehicle,"$25,000-$49,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033007401.0
6446,2122218801,3 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53053072108.0
6447,2122218802,3 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53053072108.0
6448,2122220301,2 vehicles,"$25,000-$49,999",No,4,0,65 years+,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032313.0
6449,2122220303,2 vehicles,"$25,000-$49,999",No,4,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032313.0
6450,2122221201,2 vehicles,"$200,000 or more",No,2,3,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033031909.0
6451,2122221202,2 vehicles,"$200,000 or more",No,2,3,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033031909.0
6452,2122221205,2 vehicles,"$200,000 or more",No,2,3,Under 18 years,Female,Unknown,Unknown,Unknown,53033031909.0
6453,2122224001,1 vehicle,"$75,000-$99,999",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004700.0
6454,2122224401,1 vehicle,"$50,000-$74,999",No,1,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53061051500.0
